CustomerID,Customer_Segment,Acquisition_Date,Age,Gender,Job_Category,Annual_Income,Education_Level,Marital_Status,Household_Size,Product,Quantity,Unit_Price,Discount_Applied,Payment_Method,Revenue,Customer_Lifetime_Value,Profit_Margin,Loyalty_Score,Loyalty_Tier,Customer_Satisfaction,Purchase_Frequency,Days_Since_Last_Purchase,Newsletter_Subscribed,Support_Tickets,Email_Open_Rate,Social_Media_Engagement,Purchase_Date,Purchase_Hour,Season,Is_Weekend,Days_to_Next_Purchase,Churned,Churn_Risk_Score,Return_Rate,Payment_Delay_Days,Customer_Acquisition_Cost,Marketing_Channel,First_Purchase_Channel,Net_Revenue,Revenue_per_Unit,CLV_to_CAC_Ratio,Engagement_Score,Profitability_Score,Age_Group,Revenue_Tier,Seasonal_Factor,Purchase_Month,Purchase_Quarter,Purchase_Year,Days_Since_Acquisition,Acquisition_Month,Cohort_Index
C36035,VIP,2023-11-28,63,Female,Retail,45256,High School,Single,3,Product_B,3,70.69,0.139,Digital Wallet,2886,48571,0.433,57.2,Gold,3.9,5,20,1,1,0.168,0.392,2023-04-24,9,Fall,0,13,1,38.2,0.125,2,95,Search,Online,2484.846,962.0,511.27,0.557,13.15,60+,Premium,1.1,4,2,2023,-218,2023-11,-7
C36036,Regular,2023-12-09,33,Male,Education,95760,High School,Married,2,Product_C,1,73.89,0.252,Bank Transfer,5612,70490,0.414,47.3,Silver,5.0,3,34,0,1,0.593,0.511,2024-01-21,16,Winter,0,30,0,54.5,0.15,0,50,Search,Store,4197.776,5612.0,1409.8,0.513,46.47,31-45,Premium,1.4,1,1,2024,43,2023-12,1
C36037,New,2023-01-21,18,Female,Finance,35042,Bachelor,Married,1,Product_A,1,97.68,0.499,PayPal,234,8520,0.533,24.5,Bronze,1.6,14,12,0,0,0.397,0.062,2024-04-16,16,Summer,0,24,1,84.6,0.099,4,50,Social,Online,117.234,234.0,170.4,0.331,2.49,18-30,Low,0.9,4,2,2024,451,2023-01,15
C36038,Regular,2023-09-30,42,Female,Healthcare,25231,Bachelor,Single,4,Product_B,4,178.89,0.565,Credit Card,1224,9084,0.373,49.4,Silver,3.0,1,50,0,0,0.248,0.052,2023-12-20,17,Fall,1,38,0,51.1,0.042,8,333,Referral,Store,532.44,306.0,27.28,0.263,1.37,31-45,High,1.1,12,4,2023,81,2023-09,3
C36039,Regular,2023-06-18,38,Male,Healthcare,75458,PhD,Married,1,Product_B,3,76.94,0.121,Credit Card,731,4713,0.362,8.1,Bronze,1.0,2,31,1,1,0.608,0.106,2024-09-27,9,Winter,1,21,1,94.2,0.005,1,62,Search,App,642.549,243.67,76.02,0.597,4.27,31-45,Medium,1.4,9,3,2024,467,2023-06,15
C36040,Regular,2023-02-14,69,Male,Retail,25000,High School,Married,5,Product_C,1,31.86,0.211,Credit Card,739,14299,0.598,35.9,Silver,2.4,7,4,0,0,0.361,0.232,2023-07-02,13,Fall,1,55,1,71.9,0.124,4,50,Email,Store,583.071,739.0,285.98,0.376,8.84,60+,Medium,1.1,7,3,2023,138,2023-02,5
C36041,VIP,2023-11-03,49,Male,Manufacturing,25000,Bachelor,Married,5,Product_B,2,40.43,0.025,Bank Transfer,2600,19016,0.385,41.6,Silver,3.6,4,3,1,1,0.392,0.346,2023-08-09,12,Summer,0,7,1,63.6,0.04,0,50,Search,Online,2535.0,1300.0,380.32,0.62,20.02,46-60,Premium,0.9,8,3,2023,-86,2023-11,-3
C36042,VIP,2023-10-02,37,Female,IT,148417,High School,Married,4,Product_C,2,19.62,0.118,Bank Transfer,3289,45398,0.434,33.5,Silver,3.2,1,3,1,4,0.859,0.278,2024-07-04,14,Winter,0,65,1,75.0,0.083,11,248,Referral,App,2900.898,1644.5,183.06,0.739,5.76,31-45,Premium,1.4,7,3,2024,276,2023-10,9
C36043,Regular,2023-04-13,39,Female,IT,25000,Master,Married,2,Product_C,1,166.78,0.231,Bank Transfer,1736,13866,0.676,32.6,Silver,2.7,2,65,0,0,0.723,0.047,2023-07-30,14,Winter,0,26,0,76.2,0.171,0,78,Referral,Online,1334.984,1736.0,177.77,0.395,15.05,31-45,High,1.4,7,3,2023,108,2023-04,3
C36044,New,2023-10-06,38,Male,IT,36468,PhD,Married,3,Product_A,1,37.62,0.138,Credit Card,286,5257,0.712,14.0,Bronze,1.0,2,19,1,6,0.256,0.425,2023-04-10,14,Summer,1,51,1,91.7,0.011,1,254,Social,Store,246.532,286.0,20.7,0.594,0.8,31-45,Low,0.9,4,2,2023,-179,2023-10,-6
C36045,Regular,2023-12-13,75,Female,Manufacturing,63779,Master,Married,4,Product_C,1,357.88,0.115,Credit Card,2036,21851,0.664,56.0,Gold,3.3,5,22,1,0,0.173,0.161,2024-08-24,11,Summer,0,25,0,40.1,0.075,0,126,Referral,Online,1801.8600000000001,2036.0,173.42,0.488,10.73,60+,Premium,0.9,8,3,2024,255,2023-12,8
C36046,Regular,2023-07-17,52,Male,Education,104402,Master,Single,4,Product_D,5,59.2,0.052,Credit Card,932,67174,0.049,34.1,Silver,2.2,9,44,1,2,0.404,0.702,2023-08-14,16,Spring,0,72,0,74.3,0.013,0,194,Email,Store,883.536,186.4,346.26,0.708,0.24,46-60,Medium,1.2,8,3,2023,28,2023-07,1
C36047,Regular,2023-01-30,20,Female,Retail,55882,High School,Married,2,Product_C,1,103.25,0.137,PayPal,1373,20884,0.511,30.4,Silver,3.0,2,0,0,0,0.845,0.254,2023-11-15,23,Fall,1,70,0,78.7,0.012,13,100,Social,Online,1184.899,1373.0,208.84,0.53,7.02,18-30,High,1.1,11,4,2023,289,2023-01,10
C36048,Regular,2023-07-23,38,Female,IT,53484,Bachelor,Single,3,Product_C,1,71.32,0.134,PayPal,651,15290,0.059,26.7,Silver,1.0,4,41,1,3,0.687,0.011,2024-06-29,17,Winter,1,60,1,82.5,0.004,1,81,Search,Store,563.766,651.0,188.77,0.587,0.47,31-45,Medium,1.4,6,2,2024,342,2023-07,11
C36049,VIP,2023-10-19,41,Female,IT,95398,High School,Single,5,Product_C,3,513.82,0.196,PayPal,678,23927,0.312,13.6,Bronze,1.1,1,76,1,0,0.221,0.155,2024-08-08,8,Spring,0,69,1,91.9,0.153,6,50,Search,Store,545.1120000000001,226.0,478.54,0.471,4.23,31-45,Medium,1.2,8,3,2024,294,2023-10,10
C36050,New,2023-07-26,25,Male,Education,145376,High School,Single,1,Product_A,3,17.0,0.298,Digital Wallet,172,14330,0.448,13.3,Bronze,1.0,5,17,1,0,0.49,0.02,2023-04-04,22,Summer,0,27,1,92.0,0.029,5,50,Search,App,120.744,57.33,286.6,0.544,1.54,18-30,Low,0.9,4,2,2023,-113,2023-07,-3
C36051,Regular,2023-12-20,18,Female,Other,100899,Bachelor,Married,5,Product_A,2,47.26,0.453,Digital Wallet,2518,67886,0.53,37.3,Silver,2.5,9,56,1,3,0.282,0.034,2024-07-14,14,Fall,0,2,0,70.0,0.007,1,50,Referral,Online,1377.3459999999998,1259.0,1357.72,0.464,26.69,18-30,Premium,1.1,7,3,2024,207,2023-12,7
C36052,New,2023-04-04,50,Female,Manufacturing,32668,Bachelor,Married,2,Product_E,1,164.5,0.231,Bank Transfer,2402,22612,0.535,39.1,Silver,2.9,1,13,1,1,0.238,0.079,2023-02-12,15,Fall,0,63,1,67.4,0.034,3,94,Referral,Online,1847.1380000000001,2402.0,240.55,0.488,13.67,46-60,Premium,1.1,2,1,2023,-51,2023-04,-2
C36053,Regular,2023-06-07,29,Male,IT,90784,Master,Married,6,Product_A,1,172.05,0.078,Credit Card,126,41068,0.757,23.8,Bronze,1.7,7,35,1,1,0.341,0.051,2023-02-26,18,Winter,0,82,0,85.2,0.001,4,250,Social,Store,116.17200000000001,126.0,164.27,0.498,0.38,18-30,Low,1.4,2,1,2023,-101,2023-06,-4
C36054,New,2023-11-13,60,Male,Healthcare,34809,PhD,Married,1,Product_A,3,22.03,0.156,Digital Wallet,120,2618,0.446,8.8,Bronze,1.0,6,15,0,0,0.324,0.283,2023-07-20,16,Spring,0,143,1,94.0,0.046,3,50,Direct,Online,101.28,40.0,52.36,0.374,1.07,46-60,Low,1.2,7,3,2023,-116,2023-11,-4
C36055,Regular,2023-10-08,42,Female,Retail,118897,Bachelor,Divorced,3,Product_E,5,274.48,0.153,PayPal,3081,60565,0.226,39.8,Silver,4.1,2,22,1,2,0.174,0.008,2024-06-29,16,Fall,1,14,1,66.4,0.046,8,96,Direct,Store,2609.607,616.2,630.89,0.443,7.25,31-45,Premium,1.1,6,2,2024,265,2023-10,8
C36056,VIP,2023-11-06,34,Female,Finance,68645,Bachelor,Single,3,Product_A,3,151.7,0.221,Credit Card,1833,17778,0.442,42.4,Silver,2.5,5,4,1,6,0.252,0.032,2023-03-08,14,Spring,0,29,0,62.5,0.142,2,50,Email,Online,1427.9070000000002,611.0,355.56,0.483,16.2,31-45,High,1.2,3,1,2023,-243,2023-11,-8
C36057,New,2023-07-06,18,Female,Manufacturing,25000,Bachelor,Single,1,Product_C,1,27.99,0.104,Credit Card,136,3765,0.086,13.2,Bronze,1.4,1,18,0,0,0.233,0.001,2023-09-22,19,Summer,0,48,1,92.1,0.076,0,213,Social,Store,121.85600000000001,136.0,17.68,0.26,0.05,18-30,Low,0.9,9,3,2023,78,2023-07,2
C36058,New,2023-08-02,60,Female,Healthcare,40952,High School,Divorced,2,Product_D,3,114.02,0.265,PayPal,1222,8637,0.686,18.0,Bronze,1.0,7,16,0,0,0.692,0.443,2024-01-30,18,Fall,0,8,1,89.4,0.014,7,67,Referral,Online,898.17,407.33,128.91,0.532,12.51,46-60,High,1.1,1,1,2024,181,2023-08,5
C36059,New,2023-10-20,46,Female,Manufacturing,25000,High School,Single,2,Product_A,3,67.4,0.605,Bank Transfer,585,19034,0.656,59.1,Gold,2.9,4,8,1,1,0.388,0.698,2023-07-13,20,Summer,0,6,0,35.2,0.035,0,64,Email,Store,231.07500000000002,195.0,297.41,0.721,6.0,46-60,Medium,0.9,7,3,2023,-99,2023-10,-3
C36060,Regular,2023-02-14,35,Male,Other,128855,Bachelor,Married,2,Product_E,2,359.56,0.148,Digital Wallet,987,12484,0.114,11.0,Bronze,1.0,15,6,0,1,0.136,0.43,2023-09-23,8,Winter,0,71,1,93.1,0.114,3,121,Email,App,840.924,493.5,103.17,0.367,0.93,31-45,High,1.4,9,3,2023,221,2023-02,7
C36061,Regular,2023-02-02,28,Male,Retail,48599,Bachelor,Single,2,Product_E,1,18.69,0.117,Credit Card,775,11560,0.129,15.9,Bronze,1.0,9,18,1,1,0.19,0.005,2023-05-11,11,Fall,0,50,0,90.7,0.001,3,98,Direct,Online,684.325,775.0,117.96,0.449,1.02,18-30,Medium,1.1,5,2,2023,98,2023-02,3
C36062,New,2023-01-22,65,Female,Healthcare,51865,Bachelor,Married,1,Product_B,5,28.83,0.105,Digital Wallet,2500,21434,0.173,28.9,Silver,1.7,3,5,1,0,0.45,0.75,2024-12-21,10,Fall,1,97,1,80.4,0.004,1,59,Social,Online,2237.5,500.0,363.29,0.757,7.33,60+,Premium,1.1,12,4,2024,699,2023-01,23
C36063,Regular,2023-04-10,26,Female,IT,89898,Bachelor,Married,1,Product_D,2,56.48,0.037,PayPal,1364,38338,0.282,27.1,Silver,1.4,3,51,1,2,0.606,0.051,2024-09-13,20,Spring,0,34,1,82.1,0.068,0,114,Search,Online,1313.532,682.0,336.3,0.569,3.37,18-30,High,1.2,9,3,2024,522,2023-04,17
C36064,New,2023-01-07,36,Male,Retail,49529,Bachelor,Married,4,Product_C,6,10.0,0.366,Bank Transfer,399,9331,0.365,21.7,Bronze,1.5,13,35,0,1,0.376,0.297,2023-06-27,12,Summer,0,42,1,86.9,0.04,2,142,Search,Online,252.966,66.5,65.71,0.383,1.03,31-45,Low,0.9,6,2,2023,171,2023-01,5
C36065,VIP,2023-10-05,50,Female,Retail,86863,Master,Married,2,Product_B,1,88.71,0.378,Credit Card,5660,31237,0.214,32.8,Silver,4.9,11,13,1,1,0.516,0.023,2023-11-16,8,Fall,0,13,1,75.9,0.056,5,76,Email,App,3520.52,5660.0,411.01,0.555,15.94,46-60,Premium,1.1,11,4,2023,42,2023-10,1
C36066,VIP,2023-10-29,63,Female,Retail,114599,Bachelor,Married,2,Product_E,2,488.92,0.577,Credit Card,982,9894,0.1,10.6,Bronze,1.0,2,10,1,1,0.761,0.408,2023-06-10,6,Spring,0,6,1,93.3,0.054,0,85,Search,Phone,415.386,491.0,116.4,0.745,1.16,60+,High,1.2,6,2,2023,-141,2023-10,-4
C36067,Regular,2023-08-14,38,Male,Other,100436,High School,Married,1,Product_E,2,27.37,0.152,Bank Transfer,1141,17417,0.517,24.8,Bronze,2.3,3,9,1,2,0.363,0.433,2023-04-16,14,Winter,0,27,1,84.3,0.011,4,119,Social,Online,967.568,570.5,146.36,0.634,4.96,31-45,High,1.4,4,2,2023,-120,2023-08,-4
C36068,New,2023-07-03,30,Female,Finance,46249,Bachelor,Single,4,Product_D,1,71.65,0.039,PayPal,813,8152,0.23,23.2,Bronze,2.1,1,13,1,1,0.571,0.228,2024-12-06,11,Summer,0,91,1,85.7,0.095,1,50,Social,Store,781.293,813.0,163.04,0.633,3.74,18-30,Medium,0.9,12,4,2024,522,2023-07,17
C36069,Regular,2023-09-28,40,Female,Retail,47641,PhD,Divorced,1,Product_E,2,43.37,0.303,PayPal,1645,11871,0.347,44.9,Silver,2.0,2,7,1,1,0.343,0.051,2024-09-14,7,Spring,0,8,0,58.5,0.119,2,66,Search,App,1146.565,822.5,179.86,0.514,8.65,31-45,High,1.2,9,3,2024,352,2023-09,12
C36070,Regular,2023-07-17,55,Female,Education,74494,Bachelor,Married,2,Product_D,2,174.13,0.322,PayPal,248,27006,0.094,21.6,Bronze,1.5,1,0,0,2,0.178,0.012,2024-01-14,8,Fall,0,31,1,86.9,0.138,7,59,Social,Online,168.14399999999998,124.0,457.73,0.257,0.4,46-60,Low,1.1,1,1,2024,181,2023-07,6
C36071,New,2023-04-20,58,Non-binary,Finance,39002,Bachelor,Single,6,Product_A,1,81.93,0.246,PayPal,882,7592,0.85,12.0,Bronze,1.1,1,50,1,0,0.189,0.452,2024-08-11,12,Summer,1,34,1,92.6,0.036,10,59,Direct,Store,665.028,882.0,128.68,0.565,12.71,46-60,Medium,0.9,8,3,2024,479,2023-04,16
C36072,New,2023-10-12,21,Male,IT,130240,Bachelor,Divorced,1,Product_A,3,10.0,0.079,Bank Transfer,1741,52057,0.808,35.3,Silver,2.0,1,1,0,0,0.127,0.176,2024-04-19,5,Winter,0,22,1,72.7,0.068,14,106,Search,Online,1603.461,580.33,491.1,0.29,13.27,18-30,High,1.4,4,2,2024,190,2023-10,6
C36073,Regular,2023-12-21,43,Male,Finance,52177,High School,Married,1,Product_B,1,60.77,0.057,PayPal,771,26308,0.52,25.2,Silver,2.4,5,9,0,0,0.472,0.712,2023-09-05,11,Spring,0,4,1,83.9,0.048,0,50,Search,Phone,727.053,771.0,526.16,0.55,8.02,31-45,Medium,1.2,9,3,2023,-107,2023-12,-3
C36074,Regular,2023-12-02,20,Female,Healthcare,76112,Bachelor,Single,2,Product_D,1,71.74,0.168,Credit Card,100,4188,0.224,7.2,Bronze,1.0,2,0,0,0,0.532,0.527,2023-02-23,14,Fall,1,42,1,94.5,0.054,3,50,Social,Online,83.2,100.0,83.76,0.518,0.45,18-30,Low,1.1,2,1,2023,-282,2023-12,-10
C36075,Regular,2023-01-15,55,Male,Retail,69216,Master,Married,8,Product_B,2,93.71,0.126,Bank Transfer,1687,39914,0.103,71.3,Gold,4.8,2,26,1,1,0.253,0.064,2024-08-24,13,Summer,0,15,0,19.5,0.051,1,50,Search,Online,1474.438,843.5,798.28,0.481,3.48,46-60,High,0.9,8,3,2024,587,2023-01,19
C36076,Regular,2023-05-13,48,Male,Healthcare,76378,High School,Divorced,3,Product_B,3,148.45,0.311,PayPal,247,6926,0.542,15.8,Bronze,1.6,7,7,1,0,0.277,0.12,2023-04-15,16,Fall,1,44,1,90.7,0.019,0,79,Referral,Store,170.18300000000002,82.33,87.67,0.515,1.69,46-60,Low,1.1,4,2,2023,-28,2023-05,-1
C36077,Regular,2023-01-29,28,Female,Healthcare,25000,High School,Divorced,2,Product_B,2,24.75,0.114,Digital Wallet,453,6225,0.64,24.7,Bronze,1.8,3,32,0,0,0.092,0.155,2023-06-27,17,Spring,0,119,1,84.4,0.072,27,131,Social,Store,401.358,226.5,47.52,0.257,2.21,18-30,Medium,1.2,6,2,2023,149,2023-01,5
C36078,New,2023-06-01,65,Male,Manufacturing,72637,Master,Married,1,Product_A,1,20.84,0.151,Bank Transfer,1918,68264,0.742,49.5,Silver,3.9,14,97,1,1,0.578,0.136,2023-03-06,16,Summer,0,56,0,50.8,0.055,2,50,Email,Online,1628.382,1918.0,1365.28,0.561,28.46,60+,High,0.9,3,1,2023,-87,2023-06,-3
C36079,New,2023-05-18,47,Female,Other,70569,High School,Single,1,Product_E,1,68.55,0.203,PayPal,734,17753,0.567,25.2,Silver,1.8,7,0,1,2,0.604,0.006,2024-06-11,22,Summer,0,30,1,83.9,0.022,0,50,Referral,Phone,584.9979999999999,734.0,355.06,0.583,8.32,46-60,Medium,0.9,6,2,2024,390,2023-05,13
C36080,Regular,2023-02-20,45,Male,Other,54236,Master,Married,1,Product_E,2,37.01,0.166,Bank Transfer,2603,17873,0.35,48.2,Silver,3.5,4,53,1,0,0.227,0.03,2023-11-18,14,Fall,0,18,1,53.0,0.103,0,50,Email,Online,2170.902,1301.5,357.46,0.448,18.22,31-45,Premium,1.1,11,4,2023,271,2023-02,9
C36081,New,2023-07-19,39,Female,Retail,100587,PhD,Married,2,Product_A,2,23.77,0.501,Credit Card,970,78581,0.076,56.4,Gold,3.6,10,2,0,0,0.341,0.129,2023-06-08,7,Spring,0,4,1,39.6,0.022,0,50,Social,Store,484.03,485.0,1571.62,0.34,1.47,31-45,High,1.2,6,2,2023,-41,2023-07,-1
C36082,Regular,2023-02-08,41,Male,Healthcare,94387,High School,Married,5,Product_D,2,46.18,0.05,PayPal,630,8386,0.582,4.8,Bronze,1.0,3,36,1,2,0.561,0.226,2024-04-28,15,Winter,0,3,1,95.3,0.108,2,70,Search,Store,598.5,315.0,119.8,0.616,5.24,31-45,Medium,1.4,4,2,2024,445,2023-02,14
C36083,VIP,2023-07-22,36,Female,Education,54995,Master,Divorced,3,Product_C,4,77.01,0.13,PayPal,2700,7703,0.3,22.6,Bronze,2.1,3,2,1,0,0.286,0.134,2023-07-17,10,Spring,0,12,0,86.2,0.125,6,87,Social,Online,2349.0,675.0,88.54,0.525,9.31,31-45,Premium,1.2,7,3,2023,-5,2023-07,0
C36084,VIP,2023-07-27,30,Female,Education,25000,High School,Married,5,Product_B,3,689.89,0.201,PayPal,2180,24792,0.176,60.3,Gold,4.9,1,7,0,1,0.444,0.125,2023-10-30,14,Fall,1,75,0,33.5,0.092,0,105,Referral,Store,1741.82,726.67,236.11,0.367,3.65,18-30,Premium,1.1,10,4,2023,95,2023-07,3
C36085,New,2023-11-22,60,Female,Education,40466,Master,Married,2,Product_B,2,21.02,0.283,Digital Wallet,435,11641,0.103,17.9,Bronze,1.5,2,64,1,0,0.279,0.355,2023-04-03,12,Spring,1,31,1,89.5,0.125,1,112,Search,App,311.89500000000004,217.5,103.94,0.555,0.4,46-60,Medium,1.2,4,2,2023,-233,2023-11,-7
C36086,New,2023-11-25,34,Female,Education,88170,Bachelor,Single,3,Product_B,3,20.09,0.253,Bank Transfer,278,5129,0.647,3.2,Bronze,1.0,9,5,0,0,0.43,0.19,2023-03-31,19,Spring,0,47,1,95.8,0.006,0,64,Search,Online,207.666,92.67,80.14,0.383,2.81,31-45,Low,1.2,3,1,2023,-239,2023-11,-8
C36087,Regular,2023-12-12,34,Female,Retail,60506,Bachelor,Married,2,Product_E,1,142.04,0.179,Credit Card,378,13145,0.467,16.1,Bronze,1.0,8,62,1,3,0.301,0.015,2023-10-30,13,Summer,0,17,0,90.6,0.004,0,50,Search,Online,310.33799999999997,378.0,262.9,0.461,3.53,31-45,Low,0.9,10,4,2023,-43,2023-12,-2
C36088,Regular,2023-02-20,40,Female,Retail,48188,PhD,Single,1,Product_E,4,100.58,0.316,Bank Transfer,868,8621,0.528,18.2,Bronze,1.0,6,15,1,2,0.504,0.148,2024-02-16,17,Spring,0,51,0,89.3,0.014,2,71,Referral,Store,593.712,217.0,121.42,0.587,6.45,31-45,Medium,1.2,2,1,2024,361,2023-02,12
C36089,Regular,2023-04-14,63,Male,Other,62738,High School,Married,2,Product_C,2,30.93,0.132,Credit Card,738,59237,0.646,49.8,Silver,3.3,2,9,1,0,0.323,0.185,2023-04-01,10,Fall,0,5,1,50.4,0.096,2,74,Social,Phone,640.584,369.0,800.5,0.547,6.44,60+,Medium,1.1,4,2,2023,-13,2023-04,0
C36090,New,2023-01-02,58,Female,Retail,53619,Master,Married,2,Product_C,1,112.45,0.271,Digital Wallet,263,22069,0.164,25.4,Silver,1.5,1,59,1,1,0.443,0.213,2023-07-21,15,Fall,0,15,1,83.8,0.018,9,50,Email,Store,191.727,263.0,441.38,0.564,0.86,46-60,Low,1.1,7,3,2023,200,2023-01,6
C36091,New,2023-07-23,36,Male,Retail,78597,High School,Single,2,Product_D,2,81.96,0.217,Credit Card,2107,40494,0.186,31.4,Silver,3.0,2,64,0,1,0.248,0.266,2023-09-13,13,Spring,0,11,1,77.6,0.023,2,98,Direct,Store,1649.781,1053.5,413.2,0.319,4.0,31-45,Premium,1.2,9,3,2023,52,2023-07,2
C36092,Regular,2023-04-13,60,Female,Retail,25000,Bachelor,Married,2,Product_E,2,32.65,0.401,Credit Card,317,2690,0.693,5.6,Bronze,1.0,1,51,1,1,0.59,0.095,2023-03-27,20,Spring,0,11,1,95.1,0.101,2,53,Social,Online,189.88299999999998,158.5,50.75,0.578,4.14,46-60,Low,1.2,3,1,2023,-17,2023-04,-1
C36093,New,2023-06-17,43,Female,Finance,43625,High School,Married,2,Product_D,2,43.52,0.063,Digital Wallet,3544,25383,0.365,61.4,Gold,3.9,10,2,1,1,0.318,0.017,2023-12-07,15,Spring,0,180,0,31.8,0.121,3,243,Social,Store,3320.728,1772.0,104.46,0.499,5.32,31-45,Premium,1.2,12,4,2023,173,2023-06,6
C36094,Regular,2023-05-26,29,Female,Finance,86164,PhD,Single,2,Product_A,1,103.42,0.031,PayPal,4161,30684,0.762,51.8,Gold,5.0,9,38,1,1,0.406,0.128,2024-10-18,13,Spring,1,70,1,47.0,0.06,5,113,Referral,Store,4032.009,4161.0,271.54,0.539,28.06,18-30,Premium,1.2,10,4,2024,511,2023-05,17
C36095,New,2023-09-27,34,Female,Healthcare,63408,Master,Single,4,Product_B,1,133.34,0.221,Digital Wallet,954,16034,0.172,32.1,Silver,2.2,6,12,1,0,0.208,0.273,2023-12-31,11,Winter,0,7,0,76.7,0.003,6,103,Social,Phone,743.166,954.0,155.67,0.538,1.59,31-45,High,1.4,12,4,2023,95,2023-09,3
C36096,Regular,2023-06-28,62,Female,Other,52948,High School,Married,1,Product_E,1,41.82,0.072,Credit Card,878,15184,0.267,26.1,Silver,1.7,1,10,1,1,0.275,0.044,2024-01-07,12,Spring,0,5,1,83.1,0.056,4,126,Email,Store,814.784,878.0,120.51,0.49,1.86,60+,Medium,1.2,1,1,2024,193,2023-06,7
C36097,VIP,2023-04-10,73,Male,Education,51542,Bachelor,Married,4,Product_C,4,37.59,0.368,Credit Card,3693,12931,0.348,24.4,Bronze,3.2,10,23,1,1,0.415,0.033,2023-07-20,9,Spring,1,48,1,84.6,0.021,2,50,Social,Store,2333.976,923.25,258.62,0.522,25.7,60+,Premium,1.2,7,3,2023,101,2023-04,3
C36098,Regular,2023-10-21,46,Female,Manufacturing,25000,Master,Married,3,Product_C,3,22.93,0.156,Bank Transfer,111,527,0.435,1.1,Bronze,1.0,24,138,1,0,0.364,0.089,2023-02-25,7,Fall,0,4,1,96.3,0.042,0,50,Search,App,93.684,37.0,10.54,0.46,0.97,46-60,Low,1.1,2,1,2023,-238,2023-10,-8
C36099,Regular,2023-08-03,33,Male,IT,25000,Bachelor,Married,4,Product_A,3,80.18,0.159,Credit Card,556,6417,0.097,39.0,Silver,2.1,3,87,0,0,0.123,0.151,2023-03-06,16,Summer,0,39,1,67.6,0.115,3,268,Search,Phone,467.596,185.33,23.94,0.235,0.2,31-45,Medium,0.9,3,1,2023,-150,2023-08,-5
C36100,Regular,2023-02-15,40,Female,Healthcare,117665,High School,Married,4,Product_A,1,30.47,0.146,Digital Wallet,488,29854,0.313,14.9,Bronze,1.0,12,41,1,1,0.501,0.067,2023-11-25,16,Spring,0,68,1,91.2,0.028,8,91,Social,Online,416.752,488.0,328.07,0.548,1.68,31-45,Medium,1.2,11,4,2023,283,2023-02,9
C36101,New,2023-11-19,30,Female,Retail,77739,Master,Married,4,Product_C,3,23.46,0.085,PayPal,271,15088,0.438,22.3,Bronze,2.3,3,25,1,0,0.482,0.356,2023-08-17,5,Summer,1,3,0,86.3,0.226,6,50,Search,Phone,247.965,90.33,301.76,0.638,2.37,18-30,Low,0.9,8,3,2023,-94,2023-11,-3
C36102,VIP,2023-01-07,32,Female,Finance,120869,Bachelor,Single,1,Product_A,2,40.81,0.193,Digital Wallet,1530,27034,0.145,34.2,Silver,2.5,3,21,0,0,0.013,0.124,2023-02-09,11,Spring,1,55,0,74.1,0.003,1,50,Email,Store,1234.7099999999998,765.0,540.68,0.23,4.44,31-45,High,1.2,2,1,2023,33,2023-01,1
C36103,VIP,2023-05-29,31,Female,Healthcare,73618,Bachelor,Widowed,2,Product_C,2,41.58,0.045,PayPal,778,6225,0.706,6.4,Bronze,1.0,5,5,0,4,0.115,0.181,2023-07-14,16,Spring,0,41,1,94.8,0.004,0,104,Social,Online,742.99,389.0,59.86,0.286,5.28,31-45,Medium,1.2,7,3,2023,46,2023-05,2
C36104,New,2023-09-21,40,Non-binary,Manufacturing,25000,Bachelor,Married,3,Product_E,1,27.17,0.165,Credit Card,100,2120,0.586,10.9,Bronze,1.0,1,14,1,3,0.651,0.174,2023-03-02,12,Summer,1,89,1,93.1,0.036,2,50,Direct,Online,83.5,100.0,42.4,0.64,1.17,31-45,Low,0.9,3,1,2023,-203,2023-09,-6
C36105,New,2023-01-11,43,Male,IT,25000,Bachelor,Divorced,2,Product_A,3,120.21,0.278,Bank Transfer,1592,8077,0.312,19.8,Bronze,2.4,1,19,0,1,0.402,0.013,2023-11-11,11,Spring,0,83,1,88.2,0.045,0,50,Email,Store,1149.424,530.67,161.54,0.314,9.93,31-45,High,1.2,11,4,2023,304,2023-01,10
C36106,New,2023-09-21,39,Male,Finance,88657,Bachelor,Single,2,Product_A,1,20.82,0.1,PayPal,439,39569,0.425,26.9,Silver,2.1,1,79,0,3,0.478,0.303,2023-10-31,18,Summer,0,93,1,82.3,0.01,14,99,Search,Store,395.1,439.0,399.69,0.391,1.88,31-45,Medium,0.9,10,4,2023,40,2023-09,1
C36107,Regular,2023-10-15,38,Female,Retail,25000,Bachelor,Single,6,Product_E,2,54.02,0.208,PayPal,100,1197,0.549,4.1,Bronze,1.0,1,69,1,1,0.5,0.169,2023-01-11,15,Summer,0,51,1,95.5,0.011,4,50,Email,Online,79.2,50.0,23.94,0.563,1.1,31-45,Low,0.9,1,1,2023,-277,2023-10,-9
C36108,Regular,2023-01-04,53,Female,Retail,32182,Bachelor,Divorced,3,Product_B,1,56.73,0.184,Credit Card,542,14053,0.558,32.8,Silver,2.4,11,35,1,2,0.592,0.204,2024-04-05,11,Fall,0,4,1,75.9,0.014,7,50,Search,Store,442.27200000000005,542.0,281.06,0.62,6.05,46-60,Medium,1.1,4,2,2024,457,2023-01,15
